Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Summertime;Kölsch;Goose Island Beer Co.;Goose Island Beer Co. Summertime;Notes:With a light fruity aroma and a bright, crisp finish, Goose Island Summertime Kölsch is the perfect summer session ale. A Kölsch beer brewed in the traditional German fashion, you’ll find yourself enjoying and savoring each sip of Summertime as much as you do those hot summer days and cool summer nights.20 IBU\t;5;18;25;28;33;7;33;38;37;1;45;54;4;57
Reissdorf Kölsch;Kölsch;Brauerei Heinrich Reissdorf;Brauerei Heinrich Reissdorf Reissdorf Kölsch;Notes:;4.8;18;25;36;34;4;32;22;9;8;7;58;12;87
Gaffel Kölsch;Kölsch;Privatbrauerei Gaffel Becker & Co.;Privatbrauerei Gaffel Becker & Co. Gaffel Kölsch;Notes:;4.8;18;25;32;25;6;29;19;18;1;16;50;2;45
Fancy Lawnmower;Kölsch;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Fancy Lawnmower;Notes:A true German-style Kölsch. Originally brewed in Cologne, this beer is crisp and refreshing, yet has a sweet malty body that is balanced by a complex, citrus hop character. Multiple additions of German Hallertauer hops are used to achieve this delicate flavor. We use a special Kölsch yeast, an ale yeast that ferments at lager temperatures, to yield the slightly fruity, clean flavor of this beer. Fancy Lawnmower Beer is a world class brew yet light enough to be enjoyed by Texans after strenuous activities, like mowing the lawn.Bronze Medal, 2006 Great American Beer Festival\t;4.9;18;25;31;20;11;29;30;26;1;17;51;0;27
Samuel Adams East-West KölschBoston Beer Company (Samuel Adams);Kölsch;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams East-West Kölsch;Notes:;5.01;18;25;30;39;4;42;38;24;5;32;74;11;74
Full Circle;Kölsch;New Holland Brewing Company;New Holland Brewing Company New Holland Full Circle;Notes:Formerly New Holland Lucid\t;4.9;18;25;39;44;9;25;41;29;5;29;36;4;53
Santo;Kölsch;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Santo;Notes:Santo is a black Kölsch, which technically doesn’t exist as a style, but this is as close as we can come to describing it. Essentially it is brewed using a Kölsch recipe with the addition of Munich and black malt. It is light bodied and floral yet with a distinct dark malt flavor. Our goal was to create a dark yet refreshing beer that would pair perfectly with a plate of enchiladas.The label artwork is by Houston artist Carlos Hernandez who is known for his Day of the Dead Rock Star series of paintings and prints.\t;4.7;18;25;16;41;4;24;26;6;0;5;30;5;68
Calumet Queen;Kölsch;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Calumet Queen;Notes:A crisp and refreshing lighter summer offering, this Kolsch-style beer is golden in color, light-bodied and a perfect remedy for hot weather.20 IBU\t;5;18;25;34;40;10;34;29;35;3;36;64;6;61
Früh Kölsch;Kölsch;Brauerei Früh Am Dom;Brauerei Früh Am Dom Früh Kolsch;Notes:;4.8;18;25;25;34;11;30;47;35;1;38;73;12;83
Sünner Kölsch;Kölsch;Gebr. Sünner GmbH & Co. KG;Gebr. Sünner GmbH & Co. KG Sünner Kölsch;Notes:;4.8;18;25;37;32;12;34;33;30;3;39;71;4;69
Clearwater Kölsch;Kölsch;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. Captain's Kölsch;"Notes:Formerly known as Captain's KölschThis is the first beer that we have brewed that is not considered an ale. Brewed with imported German yeast, Kolsch is a style of beer that is stuck in between the two main styles of ale and lager… not as fruity as an Ale, and yet not quite as subtle as a Lager; our Kolsch blurs the lines between the two.\t";4.8;18;25;32;34;5;45;37;40;4;41;64;9;54
Curve Ball Blonde Ale;Kölsch;Pyramid Breweries, Inc.;Pyramid Breweries, Inc. Curve Ball Blonde Ale;Notes:;5;18;25;19;27;3;32;33;25;3;33;50;2;72
Saranac Kölsch;Kölsch;Matt Brewing Company;Matt Brewing Company Saranac Kölsch;Notes:;5;18;25;35;42;8;32;52;35;5;41;50;3;71
Kölsch;Kölsch;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Sierra Nevada Kölsch Style Ale;Notes:Our Left Coast take on a crisp, classic German-style ale is hopped up with zesty American and European hops for a twist on a traditional light-bodied beer.From Cologne to California, Kölsch-style beers are a favorite around the world, prized for their incredible drinkability while maintaining a depth of flavor. As our stamp on this style, this Kölsch style has a punch of bright, citrusy American whole-cone hops to add West Coast character to this well-traveled ale.\t;5;18;25;40;33;6;38;29;45;5;51;68;13;58
Krankshaft Kölsch;Kölsch;Metropolitan Brewing;Metropolitan Brewing Krankshaft Kölsch;Notes:Brewed in homage to the beer of Cologne, Krankshaft is a pale straw hued smile in a glass. We throw in a little wheat malt to round out an easy Santiam hop bitterness. There are no Köbes to serve them up, but you should feel free to have as many as you like.28 IBU\t;5;18;25;45;21;4;36;37;49;5;44;48;6;70
32°/50° Kölsch;Kölsch;COAST Brewing Company;COAST Brewing Company 32/50;Notes:Our take on a kolsch style ale that is soft on the palate with a delicate malt flavor. Balanced with a touch of wheat and honey notes .Dry and wine like with a flowery hop finish.\t;4.8;18;25;30;39;3;32;46;34;3;41;61;9;91
Karnival Kolsch;Kölsch;Stoudts Brewing Co.;Stoudts Brewing Co. Karnival Kolsch;Notes:;4.8;18;25;39;38;10;41;26;35;1;42;69;12;69
Endless River;Kölsch;Mother Earth Brewing;Mother Earth Brewing Endless River;"Notes:A clean, crisp beer, Kolsch offers a very slight fruity flavor and aroma. It is light gold in color, with a delicate head. This light-bodied beer appeals to nearly everyone who samples it. Expect to enjoy a slight tang in the finish.Our Brew Master Says…""Kolsch is my favorite light beer style, hands down. Crisp, tangy and light on the palate: outstanding.""Food Pairings:Leafy green salad with creamy dressing, broiled lobster, grilled or steamed shrimp, fried soft shell crab, peach cobbler.Preferred Glass: StangeAvailability: Year RoundABV: 5.0%Calories: 164\t";4.9;18;25;40;27;5;18;35;37;4;33;41;4;56
Lug Tread Lagered Ale;Kölsch;Beau's All Natural Brewing Company;Beau's All Natural Brewing Company Lug Tread Lagered Ale;Notes:Golden-hued, crisp and finely balanced, Lug Tread is our tribute to the classic beer of Cologne, Germany. Lug Tread is top fermented (like an ale) and then cold aged (like a lager) for a lengthy period. This gives our beer some light ale notes complemented by a lager-like crispness. Lug Tread displays interwoven malt and hop flavours, subtle fruit flavours and a crisp, lingering finish.\t;5.2;18;25;39;24;2;21;25;19;4;19;37;0;56
Geary's Summer Ale;Kölsch;D.L. Geary Brewing Company;D.L. Geary Brewing Company Geary's Summer Ale;Notes:The style of this ale is traditionally European, similar to a German kolsch: full bodied with a spicy hop tang and a rich, crystal clear golden color. Alcohol content is approximately 6% by volume.\t;6;18;25;29;55;17;50;47;41;0;30;76;7;88
Lancaster Kölsch;Kölsch;Lancaster Brewing Company;Lancaster Brewing Company Lancaster Kölsch;Notes:Our German-style Kolsch pays homage to the traditional beer of Cologne. It pours a pale straw color, delivering floral hop notes and a smooth malt character developed from extended cold aging.\t;4.8;18;25;24;28;5;37;25;34;0;40;70;7;50
Dundee Kolsch Style Ale;Kölsch;Genesee Brewing Co. / Dundee Brewing Co.;Genesee Brewing Co. / Dundee Brewing Co. Dundee Kolsch Style Ale;Notes:;5.1;18;25;19;34;12;40;59;46;3;47;60;13;85
Kölsch 151;Kölsch;Blue Mountain Brewery;Blue Mountain Brewery Kölsch 151;Notes:;5;18;25;27;25;4;34;20;16;4;23;47;5;39
HooDoo Kölsch Style Ale;Kölsch;Uinta Brewing Company;Uinta Brewing Company HooDoo;Notes:This crisp kolsch-style ale is golden in color and exhibits refreshing hop character.25 IBU\t;4;18;25;27;55;16;43;45;37;2;43;62;7;93
Shiner Kölsch;Kölsch;Spoetzl Brewery;Spoetzl Brewery Shiner Kölsch;Notes:;4.9;18;25;44;39;5;46;58;37;1;39;69;6;64
Gateway Kolsch;Kölsch;French Broad Brewing Co.;French Broad Brewing Co. Gateway Kolsch;Notes:;5.3;18;25;35;31;5;30;30;15;1;22;54;4;47
Gold Spike Ale;Kölsch;Berkshire Brewing Company Inc.;Berkshire Brewing Company Inc. Gold Spike Ale;Notes:A pale golden ale featuring a crisp, clean malt flavor, Gold Spike is the perfect quaff for a warm day or when you are just looking for something a bit more refreshing. Brewed true to style, this interpretation of a German Kölsch uses an authentic yeast strain tracing to the beer’s ancestral home of Cologne.\t;4.2;18;25;45;36;9;30;34;31;3;32;60;13;58
Kolsch 45;Kölsch;Short's Brewing Company;Short's Brewing Company Kolsch 45;Notes:;6.5;18;25;32;47;22;66;51;59;4;78;81;19;100
Kolsch;Kölsch;Rock Bottom Restaurant & Brewery;Rock Bottom Restaurant & Brewery Kolsch;Notes:;4.83;18;25;29;31;2;29;16;18;0;18;39;0;45
Angry Angel;Kölsch;Big Boss Brewing;Big Boss Brewing Angry Angel Kolsch;Notes:;4.5;18;25;42;44;9;58;36;42;2;43;68;6;56
Josephs Brau Summer Brew;Kölsch;Trader Joe's Brewing Company;Trader Joe's Brewing Company Josephs Brau Summer Brew;Notes:;4.8;18;25;22;40;2;38;30;32;6;37;55;4;79
Sunbru;Kölsch;Four Peaks Brewing Company;Four Peaks Brewing Company Sunbru Kölsch-Style Ale;Notes:A very light golden ale that is malty sweet, almost honey-like in the nose. This ale has a light to medium body and a very delicate flavor. Easy drinking, it has very low bitterness and a soft dry finish.17.3 IBU\t;5.2;18;25;20;29;5;32;44;35;2;31;43;4;80
Negra Modelo;Lager - Munich Dunkel;Grupo Modelo S.A. de C.V.;Grupo Modelo S.A. de C.V. Negra Modelo;"Notes:Negra Modelo, better known as ""the cream of the beer"", is a Munich-type beer with 5.3º of alcohol that offers a balanced flavor and a delicate aroma of dark malt, caramel and hops.Today it occupies the first place in sales among dark beers in Mexico. This beer is accompanied by a bright deep amber color, which is adorned with abundant, white and compact foam.Negra Modelo was introduced in Mexico in 1925 as the dark beer called Modelo, to begin its great tradition. In 2014 it changed its image to a more sophisticated bottle but with the same content. Ingredients - Water, barley malt, non-malted cereals, hops\t";5.4;15;25;7;29;5;21;42;6;0;9;27;5;89
Warsteiner Premium Dunkel;Lager - Munich Dunkel;Warsteiner Brauerei;Warsteiner Brauerei Warsteiner Premium Dunkel;Notes:A rich dark amber beer with full-flavored, smooth taste nicely accented with satisfying notes of roasted malt and subtle bottom fermenting yeast tones.\t;4.9;15;25;14;57;2;48;49;10;0;8;38;10;100
Hofbräu Dunkel;Lager - Munich Dunkel;Hofbräuhaus München;Hofbräuhaus München Hofbräu Dunkel;Notes:Dark specialties were being made in Bavaria long before the advent of pale specialties. Over the years, Hofbrau Dunkel lost nothing of its popularity. With the rich flavour, it remains a refreshing beverage, suitable for all occasions. A traditional Munich deliciousness.\t;5.5;15;25;14;43;7;38;62;15;1;18;48;6;127
Beck's Dark;Lager - Munich Dunkel;Brauerei Beck & Co.;Brauerei Beck & Co. Beck's Dark;Notes:;5;15;25;8;31;1;31;13;10;1;4;30;2;51
Harpoon Dark;Lager - Munich Dunkel;Harpoon Brewery;Harpoon Brewery Barrel Aged Munich Dark;Notes:A blend of specialty malts gives this beer a velvety mouthfeel with roasted notes and a hint of chocolate, balanced by a subtle hop aroma. Hard to describe but easy to drink, Harpoon Dark is rich in character and light on the palate.35 IBU\t;5.5;15;25;16;95;11;48;86;14;1;14;26;13;162
Spaten Dunkel;Lager - Munich Dunkel;Spaten-Franziskaner-Bräu;Spaten-Franziskaner-Bräu Spaten Dunkel;Notes:;5.5;15;25;17;57;9;21;75;23;1;35;24;2;121
Eastside Dark;Lager - Munich Dunkel;Lakefront Brewery, Inc.;Lakefront Brewery, Inc. Eastside Dark;Notes:;5.52;15;25;11;60;1;44;57;6;0;5;43;11;92
Penn Dark;Lager - Munich Dunkel;Pennsylvania Brewing Company;Pennsylvania Brewing Company Penn Dark;Notes:Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma.\t;5;15;25;17;45;11;39;55;5;0;9;38;7;121
Dark Cloud;Lager - Munich Dunkel;Mother Earth Brewing;Mother Earth Brewing Dark Cloud;Notes:;5.1;15;25;21;44;7;30;58;8;0;17;29;5;102
Weltenburger Kloster Barock Dunkel;Lager - Munich Dunkel;Klosterbrauerei Weltenburg;Klosterbrauerei Weltenburg Weltenburger Kloster Barock Dunkel;Notes:;4.7;15;25;13;61;12;24;54;12;0;22;19;9;122
Asahi Black (Kuronama);Lager - Munich Dunkel;Asahi Breweries Ltd;Asahi Breweries Ltd Asahi Black (Kuronama);"Notes:""a premium dark ale.""\t";5;15;25;16;43;7;42;45;18;0;26;25;14;80
Flensburger Dunkel;Lager - Munich Dunkel;Flensburger Brauerei GmbH Und Co. KG;Flensburger Brauerei GmbH Und Co. KG Flensburger Dunkel;Notes:;4.8;15;25;22;43;11;44;59;12;0;15;76;25;144
Pious Monk Dunkel;Lager - Munich Dunkel;Church Brew Works;Church Brew Works Pious Monk Dunkel;Notes:;4.3;15;25;22;55;7;28;91;23;0;48;31;10;121
Garten Bräu Munich Dark;Lager - Munich Dunkel;Capital Brewery;Capital Brewery Capital Dark;Notes:Styled after a traditional European Dunkel lager with dark caramel malt flavor with smooth dry finish. One of our Original Brau beers, Capital Dark is our most award winning beer and still remains an all-time favorite.\t;5.4;15;25;25;60;11;42;53;13;1;19;34;6;123
König Ludwig Dunkel;Lager - Munich Dunkel;Kaltenberg International / König Ludwig International GmbH & Co.KG;Kaltenberg International / König Ludwig International GmbH & Co.KG König Ludwig Dunkel;Notes:;5.1;15;25;10;37;1;30;64;10;0;14;20;5;89
Barbarossa Double Dark Lager;Lager - Munich Dunkel;Christian Moerlein Brewing Company;Christian Moerlein Brewing Company Barbarossa Double Dark Lager;Notes:;5;15;25;18;52;10;38;89;20;0;26;44;11;107
Red Tape Lager;Lager - Munich Dunkel;Jack's Abby Brewing;Jack's Abby Brewing Red Tape Lager;Notes:Navigating the labyrinth of brewery licensing and state regulations isn't easy. When we finally got the green light, we also got inspired with the perfect name for our pilot brew. Red Tape Lager has a full malty flavor typical of Bavarian dark lagers. It's brewed with 100% Dark Munich Malt. Additions of Glacier hops for bittering and noble German hops for aroma strike a balance between American and European flavors.25 IBU\t;5;15;25;25;51;3;35;75;18;1;22;46;12;131
Schadenfreude;Lager - Munich Dunkel;Surly Brewing Company;Surly Brewing Company Schadenfreude;Notes:;5;15;25;19;65;4;43;65;8;0;11;38;12;144
Ettaler Kloster Dunkel;Lager - Munich Dunkel;Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH;Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Kloster Dunkel;Notes:Dark beers are the traditional Bavarian beers. Common, mild malt flavor is all in addition to the rich, red-black color. Our dark a pronounced freshness in the on trunk is added, then goes up in a soft roundness. The monastery of darkness is a beer for connoisseurs. It is suitable all year round, but especially it fits to the traditional Bavarian cuisine.\t;5;15;25;21;52;8;37;80;19;0;17;38;7;138
Holzar-Bier;Lager - Munich Dunkel;Der HirschBrau/Privatbrauerei Höss;Der HirschBrau/Privatbrauerei Höss Holzar-Bier;Notes:;5.2;15;25;9;31;6;18;61;5;0;10;23;5;82
Dunkel Lager;Lager - Munich Dunkel;Sly Fox Brewing Company;Sly Fox Brewing Company Dunkel Lager;Notes:;5.3;15;25;25;49;8;29;81;15;2;18;38;9;132
